EAL: Detected CPU lcores: 128
EAL: Detected NUMA nodes: 2
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/p2/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.001351; avg_replies=0.000000; pps=75185.998571;
ndpip_rx_thread: avg_burst=0.001382; avg_replies=0.000000; pps=76738.999309;
ndpip_rx_thread: avg_burst=0.001390; avg_replies=0.000000; pps=77142.998611;
ndpip_rx_thread: avg_burst=0.001390; avg_replies=0.000000; pps=77190.998533;
ndpip_rx_thread: avg_burst=0.001383; avg_replies=0.000000; pps=77290.998531;
ndpip_rx_thread: avg_burst=0.001419; avg_replies=0.000000; pps=77448.999380;
ndpip_rx_thread: avg_burst=0.001417; avg_replies=0.000000; pps=77530.999302;
ndpip_rx_thread: avg_burst=0.001421; avg_replies=0.000000; pps=77518.999380;
ndpip_rx_thread: avg_burst=0.001396; avg_replies=0.000000; pps=77394.998529;
ndpip_rx_thread: avg_burst=0.001389; avg_replies=0.000000; pps=77647.998525;
ndpip_rx_thread: avg_burst=0.001399; avg_replies=0.000000; pps=77529.999380;
ndpip_rx_thread: avg_burst=0.001398; avg_replies=0.000000; pps=77619.998525;
ndpip_rx_thread: avg_burst=0.001400; avg_replies=0.000000; pps=77557.998604;
ndpip_rx_thread: avg_burst=0.001388; avg_replies=0.000000; pps=77500.998527;
ndpip_rx_thread: avg_burst=0.001392; avg_replies=0.000000; pps=77468.962815;
ndpip_rx_thread: avg_burst=0.001396; avg_replies=0.000000; pps=77343.999304;
ndpip_rx_thread: avg_burst=0.001381; avg_replies=0.000000; pps=77269.999305;

