EAL: Detected CPU lcores: 6
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:1a:00.1 (socket -1)
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000086; avg_replies=0.000000; pps=2113.999926;
ndpip_rx_thread: avg_burst=0.000343; avg_replies=0.000000; pps=8360.999933;
ndpip_rx_thread: avg_burst=0.000302; avg_replies=0.000000; pps=8217.999630;
ndpip_rx_thread: avg_burst=0.000301; avg_replies=0.000000; pps=8201.999926;
ndpip_rx_thread: avg_burst=0.000301; avg_replies=0.000000; pps=8202.999820;
ndpip_rx_thread: avg_burst=0.000301; avg_replies=0.000000; pps=8210.999737;
ndpip_rx_thread: avg_burst=0.000302; avg_replies=0.000000; pps=8218.999696;
ndpip_rx_thread: avg_burst=0.000313; avg_replies=0.000000; pps=8523.999804;
ndpip_rx_thread: avg_burst=0.000302; avg_replies=0.000000; pps=8239.999728;
ndpip_rx_thread: avg_burst=0.000301; avg_replies=0.000000; pps=8215.999778;
ndpip_rx_thread: avg_burst=0.000302; avg_replies=0.000000; pps=8239.999893;
ndpip_rx_thread: avg_burst=0.000302; avg_replies=0.000000; pps=8219.999647;
ndpip_rx_thread: avg_burst=0.000301; avg_replies=0.000000; pps=8215.999745;
ndpip_rx_thread: avg_burst=0.000301; avg_replies=0.000000; pps=8213.999885;
ndpip_rx_thread: avg_burst=0.000238; avg_replies=0.000000; pps=6499.999773;
