EAL: Detected CPU lcores: 6
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:1a:00.1 (socket -1)
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000137; avg_replies=0.000000; pps=3357.999866;
ndpip_rx_thread: avg_burst=0.000558; avg_replies=0.000000; pps=13515.999730;
ndpip_rx_thread: avg_burst=0.000498; avg_replies=0.000000; pps=13513.999432;
ndpip_rx_thread: avg_burst=0.000497; avg_replies=0.000000; pps=13488.999906;
ndpip_rx_thread: avg_burst=0.000498; avg_replies=0.000000; pps=13509.999635;
ndpip_rx_thread: avg_burst=0.000497; avg_replies=0.000000; pps=13489.999852;
ndpip_rx_thread: avg_burst=0.000499; avg_replies=0.000000; pps=13524.999364;
ndpip_rx_thread: avg_burst=0.000498; avg_replies=0.000000; pps=13498.999757;
ndpip_rx_thread: avg_burst=0.000498; avg_replies=0.000000; pps=13517.999608;
ndpip_rx_thread: avg_burst=0.000499; avg_replies=0.000000; pps=13524.999351;
ndpip_rx_thread: avg_burst=0.000500; avg_replies=0.000000; pps=13553.999729;
ndpip_rx_thread: avg_burst=0.000499; avg_replies=0.000000; pps=13541.999810;
ndpip_rx_thread: avg_burst=0.000499; avg_replies=0.000000; pps=13544.999445;
ndpip_rx_thread: avg_burst=0.000239; avg_replies=0.000000; pps=6514.999987;
