EAL: Detected CPU lcores: 6
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:1a:00.1 (socket -1)
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.009002; avg_replies=0.000000; pps=191753.988303;
ndpip_rx_thread: avg_burst=0.060742; avg_replies=0.000000; pps=732955.987540;
ndpip_rx_thread: avg_burst=0.059995; avg_replies=0.000000; pps=777406.797097;
ndpip_rx_thread: avg_burst=0.053495; avg_replies=0.000000; pps=735849.989698;
ndpip_rx_thread: avg_burst=0.053948; avg_replies=0.000000; pps=738480.977846;
ndpip_rx_thread: avg_burst=0.053956; avg_replies=0.000000; pps=738418.997046;
ndpip_rx_thread: avg_burst=0.054062; avg_replies=0.000000; pps=738314.976374;
ndpip_rx_thread: avg_burst=0.054058; avg_replies=0.000000; pps=737825.721840;
ndpip_rx_thread: avg_burst=0.054080; avg_replies=0.000000; pps=737874.721821;
ndpip_rx_thread: avg_burst=0.060155; avg_replies=0.000000; pps=777312.817331;
ndpip_rx_thread: avg_burst=0.053975; avg_replies=0.000000; pps=737815.967536;
ndpip_rx_thread: avg_burst=0.037977; avg_replies=0.000000; pps=609255.799766;
