EAL: Detected CPU lcores: 6
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:1a:00.1 (socket -1)
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000731; avg_replies=0.000000; pps=17708.999203;
ndpip_rx_thread: avg_burst=0.000866; avg_replies=0.000000; pps=20863.999729;
ndpip_rx_thread: avg_burst=0.000772; avg_replies=0.000000; pps=20798.999958;
ndpip_rx_thread: avg_burst=0.000770; avg_replies=0.000000; pps=20785.999148;
ndpip_rx_thread: avg_burst=0.000770; avg_replies=0.000000; pps=20780.998254;
ndpip_rx_thread: avg_burst=0.000770; avg_replies=0.000000; pps=20769.999772;
ndpip_rx_thread: avg_burst=0.000771; avg_replies=0.000000; pps=20800.999667;
ndpip_rx_thread: avg_burst=0.000771; avg_replies=0.000000; pps=20797.999730;
ndpip_rx_thread: avg_burst=0.000771; avg_replies=0.000000; pps=20795.999418;
ndpip_rx_thread: avg_burst=0.000771; avg_replies=0.000000; pps=20790.988773;
ndpip_rx_thread: avg_burst=0.000771; avg_replies=0.000000; pps=20791.999210;
ndpip_rx_thread: avg_burst=0.000771; avg_replies=0.000000; pps=20789.999896;
ndpip_rx_thread: avg_burst=0.000768; avg_replies=0.000000; pps=20731.999959;
ndpip_rx_thread: avg_burst=0.000768; avg_replies=0.000000; pps=20733.999316;
ndpip_rx_thread: avg_burst=0.000768; avg_replies=0.000000; pps=20716.999544;
ndpip_rx_thread: avg_burst=0.000770; avg_replies=0.000000; pps=20760.999398;
ndpip_rx_thread: avg_burst=0.000253; avg_replies=0.000000; pps=6911.999965;
