EAL: Detected CPU lcores: 6
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:1a:00.1 (socket -1)
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000545; avg_replies=0.000000; pps=13265.999350;
ndpip_rx_thread: avg_burst=0.001014; avg_replies=0.000000; pps=24359.999854;
ndpip_rx_thread: avg_burst=0.000906; avg_replies=0.000000; pps=24351.999586;
ndpip_rx_thread: avg_burst=0.000905; avg_replies=0.000000; pps=24331.999343;
ndpip_rx_thread: avg_burst=0.000905; avg_replies=0.000000; pps=24339.999878;
ndpip_rx_thread: avg_burst=0.000906; avg_replies=0.000000; pps=24362.999342;
ndpip_rx_thread: avg_burst=0.000908; avg_replies=0.000000; pps=24424.999316;
ndpip_rx_thread: avg_burst=0.000907; avg_replies=0.000000; pps=24395.999439;
ndpip_rx_thread: avg_burst=0.000908; avg_replies=0.000000; pps=24412.999170;
ndpip_rx_thread: avg_burst=0.000907; avg_replies=0.000000; pps=24386.999976;
ndpip_rx_thread: avg_burst=0.000907; avg_replies=0.000000; pps=24391.998976;
ndpip_rx_thread: avg_burst=0.000907; avg_replies=0.000000; pps=24389.998854;
ndpip_rx_thread: avg_burst=0.000907; avg_replies=0.000000; pps=24386.998951;
ndpip_rx_thread: avg_burst=0.000907; avg_replies=0.000000; pps=24398.999317;
ndpip_rx_thread: avg_burst=0.000906; avg_replies=0.000000; pps=24366.999293;
ndpip_rx_thread: avg_burst=0.000447; avg_replies=0.000000; pps=12150.999903;
