EAL: Detected CPU lcores: 6
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:1a:00.1 (socket -1)
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.005018; avg_replies=0.000000; pps=111605.984822;
ndpip_rx_thread: avg_burst=0.025275; avg_replies=0.000000; pps=409007.902247;
ndpip_rx_thread: avg_burst=0.022770; avg_replies=0.000000; pps=414690.902962;
ndpip_rx_thread: avg_burst=0.022355; avg_replies=0.000000; pps=409776.989756;
ndpip_rx_thread: avg_burst=0.021396; avg_replies=0.000000; pps=397818.982496;
ndpip_rx_thread: avg_burst=0.022827; avg_replies=0.000000; pps=415333.998754;
ndpip_rx_thread: avg_burst=0.022760; avg_replies=0.000000; pps=414541.864030;
ndpip_rx_thread: avg_burst=0.022881; avg_replies=0.000000; pps=416155.998335;
ndpip_rx_thread: avg_burst=0.022753; avg_replies=0.000000; pps=414465.990053;
ndpip_rx_thread: avg_burst=0.022803; avg_replies=0.000000; pps=415004.858898;
ndpip_rx_thread: avg_burst=0.022763; avg_replies=0.000000; pps=414562.988807;
ndpip_rx_thread: avg_burst=0.020836; avg_replies=0.000000; pps=390432.793461;
ndpip_rx_thread: avg_burst=0.022734; avg_replies=0.000000; pps=413575.993383;
ndpip_rx_thread: avg_burst=0.022878; avg_replies=0.000000; pps=415823.814958;
ndpip_rx_thread: avg_burst=0.003377; avg_replies=0.000000; pps=86130.997502;
