EAL: Detected CPU lcores: 6
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:1a:00.1 (socket -1)
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000074; avg_replies=0.000000; pps=1818.999982;
ndpip_rx_thread: avg_burst=0.000301; avg_replies=0.000000; pps=7326.999634;
ndpip_rx_thread: avg_burst=0.000269; avg_replies=0.000000; pps=7325.999978;
ndpip_rx_thread: avg_burst=0.000270; avg_replies=0.000000; pps=7368.999926;
ndpip_rx_thread: avg_burst=0.000271; avg_replies=0.000000; pps=7378.999860;
ndpip_rx_thread: avg_burst=0.000271; avg_replies=0.000000; pps=7380.999845;
ndpip_rx_thread: avg_burst=0.000272; avg_replies=0.000000; pps=7402.999970;
ndpip_rx_thread: avg_burst=0.000275; avg_replies=0.000000; pps=7507.999865;
ndpip_rx_thread: avg_burst=0.000276; avg_replies=0.000000; pps=7529.999752;
ndpip_rx_thread: avg_burst=0.000272; avg_replies=0.000000; pps=7413.999837;
ndpip_rx_thread: avg_burst=0.000270; avg_replies=0.000000; pps=7357.999794;
ndpip_rx_thread: avg_burst=0.000271; avg_replies=0.000000; pps=7378.999705;
ndpip_rx_thread: avg_burst=0.000270; avg_replies=0.000000; pps=7350.999860;
ndpip_rx_thread: avg_burst=0.000272; avg_replies=0.000000; pps=7412.999859;
ndpip_rx_thread: avg_burst=0.000037; avg_replies=0.000000; pps=1021.999986;
