EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000010; avg_replies=0.000000; pps=699.993093;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999905;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999933;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999695;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999774;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999511;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999540;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999827;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999805;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999803;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999771;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999640;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999995;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999526;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999602;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999991;
