EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.006504; avg_replies=0.000000; pps=366791.013180;
ndpip_rx_thread: avg_burst=0.009410; avg_replies=0.000000; pps=487963.842511;
ndpip_rx_thread: avg_burst=0.009726; avg_replies=0.000000; pps=501407.561359;
ndpip_rx_thread: avg_burst=0.009790; avg_replies=0.000000; pps=506565.430592;
ndpip_rx_thread: avg_burst=0.009689; avg_replies=0.000000; pps=499164.891274;
ndpip_rx_thread: avg_burst=0.009719; avg_replies=0.000000; pps=501767.730255;
ndpip_rx_thread: avg_burst=0.009712; avg_replies=0.000000; pps=500600.587007;
ndpip_rx_thread: avg_burst=0.009796; avg_replies=0.000000; pps=505262.771770;
ndpip_rx_thread: avg_burst=0.009791; avg_replies=0.000000; pps=507049.625487;
ndpip_rx_thread: avg_burst=0.009597; avg_replies=0.000000; pps=496656.360812;
ndpip_rx_thread: avg_burst=0.009609; avg_replies=0.000000; pps=497812.612389;
ndpip_rx_thread: avg_burst=0.009784; avg_replies=0.000000; pps=504831.656833;
ndpip_rx_thread: avg_burst=0.009755; avg_replies=0.000000; pps=503332.768405;
ndpip_rx_thread: avg_burst=0.009721; avg_replies=0.000000; pps=503172.205117;
ndpip_rx_thread: avg_burst=0.009719; avg_replies=0.000000; pps=500127.438107;
ndpip_rx_thread: avg_burst=0.002687; avg_replies=0.000000; pps=170629.557659;
