EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999748;
ndpip_rx_thread: avg_burst=0.010116; avg_replies=0.000000; pps=517468.724093;
ndpip_rx_thread: avg_burst=0.015424; avg_replies=0.000000; pps=691037.889561;
ndpip_rx_thread: avg_burst=0.015423; avg_replies=0.000000; pps=690585.637043;
ndpip_rx_thread: avg_burst=0.015471; avg_replies=0.000000; pps=690501.361759;
ndpip_rx_thread: avg_burst=0.015485; avg_replies=0.000000; pps=690278.372386;
ndpip_rx_thread: avg_burst=0.015452; avg_replies=0.000000; pps=690422.088538;
ndpip_rx_thread: avg_burst=0.015402; avg_replies=0.000000; pps=690337.230044;
ndpip_rx_thread: avg_burst=0.015351; avg_replies=0.000000; pps=691177.930028;
ndpip_rx_thread: avg_burst=0.015399; avg_replies=0.000000; pps=690339.367407;
ndpip_rx_thread: avg_burst=0.015420; avg_replies=0.000000; pps=690127.418279;
ndpip_rx_thread: avg_burst=0.015458; avg_replies=0.000000; pps=690473.679418;
ndpip_rx_thread: avg_burst=0.015440; avg_replies=0.000000; pps=690491.160701;
ndpip_rx_thread: avg_burst=0.015419; avg_replies=0.000000; pps=690889.766060;
ndpip_rx_thread: avg_burst=0.015363; avg_replies=0.000000; pps=690901.105503;
ndpip_rx_thread: avg_burst=0.015403; avg_replies=0.000000; pps=689910.164732;
ndpip_rx_thread: avg_burst=0.001181; avg_replies=0.000000; pps=78542.490386;
