EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000008; avg_replies=0.000000; pps=581.978023;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999556;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999982;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999583;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999758;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999467;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999895;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999679;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999581;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999402;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999585;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999712;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999696;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999539;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999676;
