EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000001; avg_replies=0.000000; pps=51.986872;
ndpip_rx_thread: avg_burst=0.000003; avg_replies=0.000000; pps=222.974780;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999664;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999669;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999862;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999489;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999956;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999712;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999545;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999963;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999745;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999702;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999953;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999800;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999596;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=2.999836;
