EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.002838; avg_replies=0.000000; pps=171511.698423;
ndpip_rx_thread: avg_burst=0.006628; avg_replies=0.000000; pps=343317.005257;
ndpip_rx_thread: avg_burst=0.006620; avg_replies=0.000000; pps=342915.000146;
ndpip_rx_thread: avg_burst=0.006614; avg_replies=0.000000; pps=342401.621374;
ndpip_rx_thread: avg_burst=0.006618; avg_replies=0.000000; pps=341978.742385;
ndpip_rx_thread: avg_burst=0.006614; avg_replies=0.000000; pps=342191.613305;
ndpip_rx_thread: avg_burst=0.006628; avg_replies=0.000000; pps=342420.426517;
ndpip_rx_thread: avg_burst=0.006609; avg_replies=0.000000; pps=343104.602008;
ndpip_rx_thread: avg_burst=0.006621; avg_replies=0.000000; pps=342875.802890;
ndpip_rx_thread: avg_burst=0.006608; avg_replies=0.000000; pps=342084.665831;
ndpip_rx_thread: avg_burst=0.006630; avg_replies=0.000000; pps=343192.896835;
ndpip_rx_thread: avg_burst=0.006624; avg_replies=0.000000; pps=342735.455416;
ndpip_rx_thread: avg_burst=0.006615; avg_replies=0.000000; pps=342902.511556;
ndpip_rx_thread: avg_burst=0.006605; avg_replies=0.000000; pps=342591.037011;
ndpip_rx_thread: avg_burst=0.006620; avg_replies=0.000000; pps=342010.617320;
ndpip_rx_thread: avg_burst=0.004633; avg_replies=0.000000; pps=260025.286157;
