EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000754; avg_replies=0.000000; pps=68278.631225;
ndpip_rx_thread: avg_burst=0.003610; avg_replies=0.000000; pps=285584.920371;
ndpip_rx_thread: avg_burst=0.003613; avg_replies=0.000000; pps=285664.458855;
ndpip_rx_thread: avg_burst=0.003545; avg_replies=0.000000; pps=280016.440537;
ndpip_rx_thread: avg_burst=0.003494; avg_replies=0.000000; pps=275811.185173;
ndpip_rx_thread: avg_burst=0.003563; avg_replies=0.000000; pps=281167.257784;
ndpip_rx_thread: avg_burst=0.003561; avg_replies=0.000000; pps=281319.136644;
ndpip_rx_thread: avg_burst=0.003547; avg_replies=0.000000; pps=280226.677766;
ndpip_rx_thread: avg_burst=0.003552; avg_replies=0.000000; pps=280720.405066;
ndpip_rx_thread: avg_burst=0.003485; avg_replies=0.000000; pps=275110.185663;
ndpip_rx_thread: avg_burst=0.003558; avg_replies=0.000000; pps=280966.564541;
ndpip_rx_thread: avg_burst=0.003558; avg_replies=0.000000; pps=280939.381933;
ndpip_rx_thread: avg_burst=0.003549; avg_replies=0.000000; pps=280311.723468;
ndpip_rx_thread: avg_burst=0.003512; avg_replies=0.000000; pps=277301.865052;
ndpip_rx_thread: avg_burst=0.003512; avg_replies=0.000000; pps=277156.593411;
ndpip_rx_thread: avg_burst=0.003613; avg_replies=0.000000; pps=285358.862773;
ndpip_rx_thread: avg_burst=0.001378; avg_replies=0.000000; pps=121196.095877;
