EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999926;
ndpip_rx_thread: avg_burst=0.011469; avg_replies=0.000000; pps=858452.727481;
ndpip_rx_thread: avg_burst=0.016746; avg_replies=0.000000; pps=1146162.054013;
ndpip_rx_thread: avg_burst=0.016766; avg_replies=0.000000; pps=1146455.332033;
ndpip_rx_thread: avg_burst=0.016740; avg_replies=0.000000; pps=1144614.575244;
ndpip_rx_thread: avg_burst=0.016762; avg_replies=0.000000; pps=1144818.170190;
ndpip_rx_thread: avg_burst=0.016762; avg_replies=0.000000; pps=1144841.029819;
ndpip_rx_thread: avg_burst=0.016755; avg_replies=0.000000; pps=1145290.667307;
ndpip_rx_thread: avg_burst=0.016776; avg_replies=0.000000; pps=1145856.132455;
ndpip_rx_thread: avg_burst=0.016741; avg_replies=0.000000; pps=1144361.207529;
ndpip_rx_thread: avg_burst=0.016787; avg_replies=0.000000; pps=1146045.894342;
ndpip_rx_thread: avg_burst=0.016782; avg_replies=0.000000; pps=1145887.880993;
ndpip_rx_thread: avg_burst=0.016750; avg_replies=0.000000; pps=1144906.103438;
ndpip_rx_thread: avg_burst=0.016776; avg_replies=0.000000; pps=1145964.398437;
ndpip_rx_thread: avg_burst=0.016755; avg_replies=0.000000; pps=1145537.846390;
ndpip_rx_thread: avg_burst=0.016752; avg_replies=0.000000; pps=1144806.399457;
ndpip_rx_thread: avg_burst=0.001425; avg_replies=0.000000; pps=129913.610719;
