EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.004470; avg_replies=0.000000; pps=287532.889713;
ndpip_rx_thread: avg_burst=0.024127; avg_replies=0.000000; pps=1150208.586228;
ndpip_rx_thread: avg_burst=0.024160; avg_replies=0.000000; pps=1150675.133177;
ndpip_rx_thread: avg_burst=0.024153; avg_replies=0.000000; pps=1151044.398389;
ndpip_rx_thread: avg_burst=0.024161; avg_replies=0.000000; pps=1150792.060922;
ndpip_rx_thread: avg_burst=0.024149; avg_replies=0.000000; pps=1150569.603570;
ndpip_rx_thread: avg_burst=0.024167; avg_replies=0.000000; pps=1150567.625731;
ndpip_rx_thread: avg_burst=0.024176; avg_replies=0.000000; pps=1150715.964122;
ndpip_rx_thread: avg_burst=0.024187; avg_replies=0.000000; pps=1150741.908912;
ndpip_rx_thread: avg_burst=0.024200; avg_replies=0.000000; pps=1150671.750416;
ndpip_rx_thread: avg_burst=0.024200; avg_replies=0.000000; pps=1150489.770004;
ndpip_rx_thread: avg_burst=0.024169; avg_replies=0.000000; pps=1150625.725520;
ndpip_rx_thread: avg_burst=0.024155; avg_replies=0.000000; pps=1150547.821948;
ndpip_rx_thread: avg_burst=0.024122; avg_replies=0.000000; pps=1150576.279793;
ndpip_rx_thread: avg_burst=0.024119; avg_replies=0.000000; pps=1150768.310975;
ndpip_rx_thread: avg_burst=0.024094; avg_replies=0.000000; pps=1149421.392620;
ndpip_rx_thread: avg_burst=0.000871; avg_replies=0.000000; pps=60120.098807;
