EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000478; avg_replies=0.000000; pps=37961.621301;
ndpip_rx_thread: avg_burst=0.004220; avg_replies=0.000000; pps=150861.560894;
ndpip_rx_thread: avg_burst=0.004216; avg_replies=0.000000; pps=150610.426855;
ndpip_rx_thread: avg_burst=0.004222; avg_replies=0.000000; pps=150552.484692;
ndpip_rx_thread: avg_burst=0.004218; avg_replies=0.000000; pps=150483.510268;
ndpip_rx_thread: avg_burst=0.004215; avg_replies=0.000000; pps=150412.376625;
ndpip_rx_thread: avg_burst=0.004212; avg_replies=0.000000; pps=150367.284996;
ndpip_rx_thread: avg_burst=0.004207; avg_replies=0.000000; pps=150304.486022;
ndpip_rx_thread: avg_burst=0.004206; avg_replies=0.000000; pps=150259.960149;
ndpip_rx_thread: avg_burst=0.004197; avg_replies=0.000000; pps=150163.940825;
ndpip_rx_thread: avg_burst=0.004193; avg_replies=0.000000; pps=150108.088261;
ndpip_rx_thread: avg_burst=0.004191; avg_replies=0.000000; pps=150064.279928;
ndpip_rx_thread: avg_burst=0.004195; avg_replies=0.000000; pps=150118.334197;
ndpip_rx_thread: avg_burst=0.004193; avg_replies=0.000000; pps=150103.208118;
ndpip_rx_thread: avg_burst=0.004188; avg_replies=0.000000; pps=150075.168162;
ndpip_rx_thread: avg_burst=0.004197; avg_replies=0.000000; pps=150167.447269;
ndpip_rx_thread: avg_burst=0.001930; avg_replies=0.000000; pps=103820.210477;
