EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=0.999961;
ndpip_rx_thread: avg_burst=0.003081; avg_replies=0.000000; pps=135067.441403;
ndpip_rx_thread: avg_burst=0.006216; avg_replies=0.000000; pps=172438.772691;
ndpip_rx_thread: avg_burst=0.006185; avg_replies=0.000000; pps=172047.264282;
ndpip_rx_thread: avg_burst=0.006155; avg_replies=0.000000; pps=171740.811210;
ndpip_rx_thread: avg_burst=0.006136; avg_replies=0.000000; pps=171545.442755;
ndpip_rx_thread: avg_burst=0.006116; avg_replies=0.000000; pps=171361.583665;
ndpip_rx_thread: avg_burst=0.006097; avg_replies=0.000000; pps=171093.618977;
ndpip_rx_thread: avg_burst=0.006084; avg_replies=0.000000; pps=170994.917445;
ndpip_rx_thread: avg_burst=0.006066; avg_replies=0.000000; pps=170810.150598;
ndpip_rx_thread: avg_burst=0.006052; avg_replies=0.000000; pps=170635.717291;
ndpip_rx_thread: avg_burst=0.006040; avg_replies=0.000000; pps=170588.482114;
ndpip_rx_thread: avg_burst=0.006034; avg_replies=0.000000; pps=170496.472991;
ndpip_rx_thread: avg_burst=0.006019; avg_replies=0.000000; pps=170327.818341;
ndpip_rx_thread: avg_burst=0.005994; avg_replies=0.000000; pps=170198.812713;
ndpip_rx_thread: avg_burst=0.005995; avg_replies=0.000000; pps=170146.787705;
ndpip_rx_thread: avg_burst=0.003835; avg_replies=0.000000; pps=145644.329526;
