EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000004; avg_replies=0.000000; pps=359.991926;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999994;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999672;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999701;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999714;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999692;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999721;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999728;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999695;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999630;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999677;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999703;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999709;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999663;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999744;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999739;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999846;
