EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999966;
ndpip_rx_thread: avg_burst=0.002747; avg_replies=0.000000; pps=158933.227076;
ndpip_rx_thread: avg_burst=0.002730; avg_replies=0.000000; pps=158091.046380;
ndpip_rx_thread: avg_burst=0.002736; avg_replies=0.000000; pps=158389.332814;
ndpip_rx_thread: avg_burst=0.002769; avg_replies=0.000000; pps=160360.473683;
ndpip_rx_thread: avg_burst=0.002777; avg_replies=0.000000; pps=160499.716744;
ndpip_rx_thread: avg_burst=0.002752; avg_replies=0.000000; pps=159442.182954;
ndpip_rx_thread: avg_burst=0.002748; avg_replies=0.000000; pps=159009.917154;
ndpip_rx_thread: avg_burst=0.002751; avg_replies=0.000000; pps=159318.711834;
ndpip_rx_thread: avg_burst=0.002775; avg_replies=0.000000; pps=160348.619125;
ndpip_rx_thread: avg_burst=0.002776; avg_replies=0.000000; pps=160553.849933;
ndpip_rx_thread: avg_burst=0.002742; avg_replies=0.000000; pps=158752.769089;
ndpip_rx_thread: avg_burst=0.002754; avg_replies=0.000000; pps=159319.301861;
ndpip_rx_thread: avg_burst=0.002756; avg_replies=0.000000; pps=159533.355276;
ndpip_rx_thread: avg_burst=0.002775; avg_replies=0.000000; pps=160494.739186;
ndpip_rx_thread: avg_burst=0.002771; avg_replies=0.000000; pps=160248.497154;
ndpip_rx_thread: avg_burst=0.001309; avg_replies=0.000000; pps=83045.384254;
