EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.001395; avg_replies=0.000000; pps=124602.067246;
ndpip_rx_thread: avg_burst=0.006782; avg_replies=0.000000; pps=506490.593476;
ndpip_rx_thread: avg_burst=0.006928; avg_replies=0.000000; pps=515667.231864;
ndpip_rx_thread: avg_burst=0.007289; avg_replies=0.000000; pps=538506.948686;
ndpip_rx_thread: avg_burst=0.007039; avg_replies=0.000000; pps=524532.953566;
ndpip_rx_thread: avg_burst=0.007151; avg_replies=0.000000; pps=529847.292311;
ndpip_rx_thread: avg_burst=0.007248; avg_replies=0.000000; pps=535857.233731;
ndpip_rx_thread: avg_burst=0.007343; avg_replies=0.000000; pps=541450.545987;
ndpip_rx_thread: avg_burst=0.007230; avg_replies=0.000000; pps=535047.900201;
ndpip_rx_thread: avg_burst=0.007412; avg_replies=0.000000; pps=544765.927157;
ndpip_rx_thread: avg_burst=0.007079; avg_replies=0.000000; pps=527419.431012;
ndpip_rx_thread: avg_burst=0.007185; avg_replies=0.000000; pps=533430.937230;
ndpip_rx_thread: avg_burst=0.007097; avg_replies=0.000000; pps=526424.704502;
ndpip_rx_thread: avg_burst=0.007086; avg_replies=0.000000; pps=526453.248083;
ndpip_rx_thread: avg_burst=0.006317; avg_replies=0.000000; pps=481831.567221;
