EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999864;
ndpip_rx_thread: avg_burst=0.007313; avg_replies=0.000000; pps=521261.732470;
ndpip_rx_thread: avg_burst=0.010944; avg_replies=0.000000; pps=696245.678285;
ndpip_rx_thread: avg_burst=0.010954; avg_replies=0.000000; pps=696527.302322;
ndpip_rx_thread: avg_burst=0.010932; avg_replies=0.000000; pps=695720.490656;
ndpip_rx_thread: avg_burst=0.010941; avg_replies=0.000000; pps=696042.388621;
ndpip_rx_thread: avg_burst=0.010924; avg_replies=0.000000; pps=695834.543264;
ndpip_rx_thread: avg_burst=0.010942; avg_replies=0.000000; pps=695662.241310;
ndpip_rx_thread: avg_burst=0.010920; avg_replies=0.000000; pps=696261.073923;
ndpip_rx_thread: avg_burst=0.010933; avg_replies=0.000000; pps=695975.041980;
ndpip_rx_thread: avg_burst=0.010962; avg_replies=0.000000; pps=696170.339933;
ndpip_rx_thread: avg_burst=0.010936; avg_replies=0.000000; pps=696127.702995;
ndpip_rx_thread: avg_burst=0.010955; avg_replies=0.000000; pps=696767.780755;
ndpip_rx_thread: avg_burst=0.010947; avg_replies=0.000000; pps=696231.125308;
ndpip_rx_thread: avg_burst=0.010930; avg_replies=0.000000; pps=696399.680053;
ndpip_rx_thread: avg_burst=0.009557; avg_replies=0.000000; pps=633951.946101;
