EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000582; avg_replies=0.000000; pps=35787.935882;
ndpip_rx_thread: avg_burst=0.003899; avg_replies=0.000000; pps=141917.646080;
ndpip_rx_thread: avg_burst=0.003890; avg_replies=0.000000; pps=141705.173882;
ndpip_rx_thread: avg_burst=0.003885; avg_replies=0.000000; pps=141625.170995;
ndpip_rx_thread: avg_burst=0.003889; avg_replies=0.000000; pps=141528.878169;
ndpip_rx_thread: avg_burst=0.003894; avg_replies=0.000000; pps=141478.471200;
ndpip_rx_thread: avg_burst=0.003893; avg_replies=0.000000; pps=141429.826459;
ndpip_rx_thread: avg_burst=0.003889; avg_replies=0.000000; pps=141375.078617;
ndpip_rx_thread: avg_burst=0.003883; avg_replies=0.000000; pps=141304.371646;
ndpip_rx_thread: avg_burst=0.003884; avg_replies=0.000000; pps=141329.892512;
ndpip_rx_thread: avg_burst=0.003882; avg_replies=0.000000; pps=141299.855890;
ndpip_rx_thread: avg_burst=0.003881; avg_replies=0.000000; pps=141301.421259;
ndpip_rx_thread: avg_burst=0.003866; avg_replies=0.000000; pps=141260.155162;
ndpip_rx_thread: avg_burst=0.003868; avg_replies=0.000000; pps=141256.747922;
ndpip_rx_thread: avg_burst=0.002843; avg_replies=0.000000; pps=119006.454117;
