EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.002374; avg_replies=0.000000; pps=155311.524390;
ndpip_rx_thread: avg_burst=0.008209; avg_replies=0.000000; pps=302171.726929;
ndpip_rx_thread: avg_burst=0.008071; avg_replies=0.000000; pps=297539.685267;
ndpip_rx_thread: avg_burst=0.007912; avg_replies=0.000000; pps=292550.222993;
ndpip_rx_thread: avg_burst=0.007851; avg_replies=0.000000; pps=290226.048176;
ndpip_rx_thread: avg_burst=0.007768; avg_replies=0.000000; pps=288007.248926;
ndpip_rx_thread: avg_burst=0.007633; avg_replies=0.000000; pps=283740.130252;
ndpip_rx_thread: avg_burst=0.007532; avg_replies=0.000000; pps=280672.155107;
ndpip_rx_thread: avg_burst=0.007421; avg_replies=0.000000; pps=277334.544849;
ndpip_rx_thread: avg_burst=0.007370; avg_replies=0.000000; pps=275735.773038;
ndpip_rx_thread: avg_burst=0.007256; avg_replies=0.000000; pps=272318.425223;
ndpip_rx_thread: avg_burst=0.007235; avg_replies=0.000000; pps=271510.409927;
ndpip_rx_thread: avg_burst=0.007137; avg_replies=0.000000; pps=268628.788969;
ndpip_rx_thread: avg_burst=0.006991; avg_replies=0.000000; pps=264200.358024;
ndpip_rx_thread: avg_burst=0.004232; avg_replies=0.000000; pps=209746.893985;
