EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.001659; avg_replies=0.000000; pps=95933.469750;
ndpip_rx_thread: avg_burst=0.014277; avg_replies=0.000000; pps=340125.905994;
ndpip_rx_thread: avg_burst=0.013465; avg_replies=0.000000; pps=324597.530873;
ndpip_rx_thread: avg_burst=0.013104; avg_replies=0.000000; pps=316785.239489;
ndpip_rx_thread: avg_burst=0.012840; avg_replies=0.000000; pps=311056.707967;
ndpip_rx_thread: avg_burst=0.012418; avg_replies=0.000000; pps=302815.603806;
ndpip_rx_thread: avg_burst=0.011860; avg_replies=0.000000; pps=292173.252444;
ndpip_rx_thread: avg_burst=0.011562; avg_replies=0.000000; pps=286364.233477;
ndpip_rx_thread: avg_burst=0.011277; avg_replies=0.000000; pps=280523.074380;
ndpip_rx_thread: avg_burst=0.011165; avg_replies=0.000000; pps=278459.818497;
ndpip_rx_thread: avg_burst=0.010914; avg_replies=0.000000; pps=273528.864330;
ndpip_rx_thread: avg_burst=0.010553; avg_replies=0.000000; pps=267023.602320;
ndpip_rx_thread: avg_burst=0.010565; avg_replies=0.000000; pps=266555.390783;
ndpip_rx_thread: avg_burst=0.010426; avg_replies=0.000000; pps=263884.455130;
ndpip_rx_thread: avg_burst=0.000111; avg_replies=0.000000; pps=7566.996949;
