EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.001904; avg_replies=0.000000; pps=91603.856195;
ndpip_rx_thread: avg_burst=0.006684; avg_replies=0.000000; pps=180324.666843;
ndpip_rx_thread: avg_burst=0.006687; avg_replies=0.000000; pps=180197.670389;
ndpip_rx_thread: avg_burst=0.006679; avg_replies=0.000000; pps=179804.578813;
ndpip_rx_thread: avg_burst=0.006667; avg_replies=0.000000; pps=179780.126557;
ndpip_rx_thread: avg_burst=0.006668; avg_replies=0.000000; pps=179691.893162;
ndpip_rx_thread: avg_burst=0.006643; avg_replies=0.000000; pps=179419.105070;
ndpip_rx_thread: avg_burst=0.006639; avg_replies=0.000000; pps=179329.610074;
ndpip_rx_thread: avg_burst=0.006612; avg_replies=0.000000; pps=179086.513138;
ndpip_rx_thread: avg_burst=0.006596; avg_replies=0.000000; pps=178855.912633;
ndpip_rx_thread: avg_burst=0.006610; avg_replies=0.000000; pps=179026.493267;
ndpip_rx_thread: avg_burst=0.006581; avg_replies=0.000000; pps=178923.346821;
ndpip_rx_thread: avg_burst=0.006561; avg_replies=0.000000; pps=178709.250206;
ndpip_rx_thread: avg_burst=0.006554; avg_replies=0.000000; pps=178651.223309;
ndpip_rx_thread: avg_burst=0.006578; avg_replies=0.000000; pps=178861.453256;
ndpip_rx_thread: avg_burst=0.000274; avg_replies=0.000000; pps=17881.190054;
