EAL: Detected CPU lcores: 16
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Probe PCI driver: net_ice (8086:1592) device: 0000:65:00.0 (socket 0)
ice_load_pkg_type(): Active package is: 1.3.30.0, ICE OS Default Package (single VLAN mode)
ice_set_rx_function(): Using AVX2 Vector Rx (port 0).
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.000002; avg_replies=0.000000; pps=111.995512;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999714;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999934;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999950;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999950;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999468;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999823;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999952;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999713;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999466;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999559;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999438;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999789;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999595;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999653;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.999681;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=2.999641;
