EAL: Detected CPU lcores: 10
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:16:00.0 (socket 0)
ndpip_rx_thread: avg_burst=0.000539; avg_replies=0.000000; pps=19662.290945; burst_tsc=40.840492;
ndpip_rx_thread: avg_burst=0.002401; avg_replies=0.000000; pps=79246.728140; burst_tsc=47.584690;
ndpip_rx_thread: avg_burst=0.002398; avg_replies=0.000000; pps=79233.472945; burst_tsc=47.505468;
ndpip_rx_thread: avg_burst=0.002403; avg_replies=0.000000; pps=79261.639174; burst_tsc=47.668951;
ndpip_rx_thread: avg_burst=0.002394; avg_replies=0.000000; pps=79062.038388; burst_tsc=47.570045;
ndpip_rx_thread: avg_burst=0.002392; avg_replies=0.000000; pps=79113.581678; burst_tsc=47.435590;
ndpip_rx_thread: avg_burst=0.002390; avg_replies=0.000000; pps=79056.014599; burst_tsc=47.441959;
ndpip_rx_thread: avg_burst=0.002387; avg_replies=0.000000; pps=78939.099535; burst_tsc=47.431907;
ndpip_rx_thread: avg_burst=0.002387; avg_replies=0.000000; pps=78953.861623; burst_tsc=47.441574;
ndpip_rx_thread: avg_burst=0.002390; avg_replies=0.000000; pps=79032.189571; burst_tsc=47.456563;
ndpip_rx_thread: avg_burst=0.002391; avg_replies=0.000000; pps=79040.323282; burst_tsc=47.490759;
ndpip_rx_thread: avg_burst=0.002398; avg_replies=0.000000; pps=79218.632518; burst_tsc=47.528206;
ndpip_rx_thread: avg_burst=0.002392; avg_replies=0.000000; pps=79035.743493; burst_tsc=47.505172;
ndpip_rx_thread: avg_burst=0.002394; avg_replies=0.000000; pps=79073.909316; burst_tsc=47.543919;
ndpip_rx_thread: avg_burst=0.002396; avg_replies=0.000000; pps=79069.628787; burst_tsc=47.608392;
ndpip_rx_thread: avg_burst=0.002392; avg_replies=0.000000; pps=79107.641491; burst_tsc=47.449320;
ndpip_rx_thread: avg_burst=0.002391; avg_replies=0.000000; pps=79074.684398; burst_tsc=47.458186;
