EAL: Detected CPU lcores: 10
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:16:00.0 (socket 0)
ndpip_rx_thread: avg_burst=0.027710; avg_replies=0.000000; pps=712103.442058; burst_tsc=66.714636;
ndpip_rx_thread: avg_burst=0.125772; avg_replies=0.000000; pps=1430054.377381; burst_tsc=189.484166;
ndpip_rx_thread: avg_burst=0.127084; avg_replies=0.000000; pps=1429624.189091; burst_tsc=191.899969;
ndpip_rx_thread: avg_burst=0.128403; avg_replies=0.000000; pps=1429809.475936; burst_tsc=194.212557;
ndpip_rx_thread: avg_burst=0.129081; avg_replies=0.000000; pps=1431469.235374; burst_tsc=195.115740;
ndpip_rx_thread: avg_burst=0.129415; avg_replies=0.000000; pps=1431807.150849; burst_tsc=195.659381;
ndpip_rx_thread: avg_burst=0.129104; avg_replies=0.000000; pps=1431405.344059; burst_tsc=195.162716;
ndpip_rx_thread: avg_burst=0.129379; avg_replies=0.000000; pps=1431043.825310; burst_tsc=195.741199;
ndpip_rx_thread: avg_burst=0.128504; avg_replies=0.000000; pps=1429598.132712; burst_tsc=194.455403;
ndpip_rx_thread: avg_burst=0.129469; avg_replies=0.000000; pps=1431821.910160; burst_tsc=195.815645;
ndpip_rx_thread: avg_burst=0.129302; avg_replies=0.000000; pps=1431322.802963; burst_tsc=195.606386;
ndpip_rx_thread: avg_burst=0.129403; avg_replies=0.000000; pps=1431833.469338; burst_tsc=195.698938;
ndpip_rx_thread: avg_burst=0.129033; avg_replies=0.000000; pps=1431376.402732; burst_tsc=195.132376;
ndpip_rx_thread: avg_burst=0.128562; avg_replies=0.000000; pps=1429965.638738; burst_tsc=194.496442;
ndpip_rx_thread: avg_burst=0.128605; avg_replies=0.000000; pps=1429750.215420; burst_tsc=194.628700;
ndpip_rx_thread: avg_burst=0.129580; avg_replies=0.000000; pps=1432046.315916; burst_tsc=196.002774;
ndpip_rx_thread: avg_burst=0.129283; avg_replies=0.000000; pps=1431731.793674; burst_tsc=195.523899;
