EAL: Detected CPU lcores: 10
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:16:00.0 (socket 0)
ndpip_rx_thread: avg_burst=0.008232; avg_replies=0.000000; pps=282813.612230; burst_tsc=41.961484;
ndpip_rx_thread: avg_burst=0.062623; avg_replies=0.000000; pps=1133615.377774; burst_tsc=107.325454;
ndpip_rx_thread: avg_burst=0.062834; avg_replies=0.000000; pps=1133858.752705; burst_tsc=107.783780;
ndpip_rx_thread: avg_burst=0.062889; avg_replies=0.000000; pps=1133643.465986; burst_tsc=107.937514;
ndpip_rx_thread: avg_burst=0.063120; avg_replies=0.000000; pps=1133948.032280; burst_tsc=108.427420;
ndpip_rx_thread: avg_burst=0.063047; avg_replies=0.000000; pps=1133663.661110; burst_tsc=108.287615;
ndpip_rx_thread: avg_burst=0.063173; avg_replies=0.000000; pps=1134001.943628; burst_tsc=108.517677;
ndpip_rx_thread: avg_burst=0.063206; avg_replies=0.000000; pps=1133650.132028; burst_tsc=108.647179;
ndpip_rx_thread: avg_burst=0.063302; avg_replies=0.000000; pps=1133948.492254; burst_tsc=108.809135;
ndpip_rx_thread: avg_burst=0.063181; avg_replies=0.000000; pps=1133651.243172; burst_tsc=108.585877;
ndpip_rx_thread: avg_burst=0.063344; avg_replies=0.000000; pps=1133952.151561; burst_tsc=108.913496;
ndpip_rx_thread: avg_burst=0.063225; avg_replies=0.000000; pps=1133661.919728; burst_tsc=108.690657;
ndpip_rx_thread: avg_burst=0.063288; avg_replies=0.000000; pps=1133981.378261; burst_tsc=108.795012;
ndpip_rx_thread: avg_burst=0.063258; avg_replies=0.000000; pps=1133625.754880; burst_tsc=108.777994;
ndpip_rx_thread: avg_burst=0.063277; avg_replies=0.000000; pps=1133936.571774; burst_tsc=108.781995;
ndpip_rx_thread: avg_burst=0.063189; avg_replies=0.000000; pps=1133652.919183; burst_tsc=108.614036;
ndpip_rx_thread: avg_burst=0.063329; avg_replies=0.000000; pps=1133962.374089; burst_tsc=108.837880;
ndpip_rx_thread: avg_burst=0.063233; avg_replies=0.000000; pps=1133707.137081; burst_tsc=108.689238;
