EAL: Detected CPU lcores: 10
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:16:00.0 (socket 0)
ndpip_rx_thread: avg_burst=0.010382; avg_replies=0.000000; pps=317729.329981; burst_tsc=54.206996;
ndpip_rx_thread: avg_burst=0.133371; avg_replies=0.000000; pps=1277208.473535; burst_tsc=234.711404;
ndpip_rx_thread: avg_burst=0.133501; avg_replies=0.000000; pps=1276663.195604; burst_tsc=235.070456;
ndpip_rx_thread: avg_burst=0.134827; avg_replies=0.000000; pps=1277099.950952; burst_tsc=237.677918;
ndpip_rx_thread: avg_burst=0.134782; avg_replies=0.000000; pps=1276619.480821; burst_tsc=237.684683;
ndpip_rx_thread: avg_burst=0.135376; avg_replies=0.000000; pps=1277163.554688; burst_tsc=238.740459;
ndpip_rx_thread: avg_burst=0.135362; avg_replies=0.000000; pps=1276708.296155; burst_tsc=238.804156;
ndpip_rx_thread: avg_burst=0.135732; avg_replies=0.000000; pps=1277147.841410; burst_tsc=239.426624;
ndpip_rx_thread: avg_burst=0.135371; avg_replies=0.000000; pps=1276752.542624; burst_tsc=238.797899;
ndpip_rx_thread: avg_burst=0.135635; avg_replies=0.000000; pps=1277199.420579; burst_tsc=239.226344;
ndpip_rx_thread: avg_burst=0.135762; avg_replies=0.000000; pps=1276883.374745; burst_tsc=239.535983;
ndpip_rx_thread: avg_burst=0.136301; avg_replies=0.000000; pps=1277386.379471; burst_tsc=240.498076;
ndpip_rx_thread: avg_burst=0.136276; avg_replies=0.000000; pps=1277666.753813; burst_tsc=240.381667;
ndpip_rx_thread: avg_burst=0.136199; avg_replies=0.000000; pps=1277902.975441; burst_tsc=240.182945;
ndpip_rx_thread: avg_burst=0.136029; avg_replies=0.000000; pps=1277564.712737; burst_tsc=239.921696;
ndpip_rx_thread: avg_burst=0.136266; avg_replies=0.000000; pps=1278094.431916; burst_tsc=240.271518;
ndpip_rx_thread: avg_burst=0.136405; avg_replies=0.000000; pps=1277731.079135; burst_tsc=240.621499;
ndpip_rx_thread: avg_burst=0.136688; avg_replies=0.000000; pps=1278070.820963; burst_tsc=241.104515;
