EAL: Detected CPU lcores: 10
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:16:00.0 (socket 0)
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=0.999880; burst_tsc=40.394403;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=0.999936; burst_tsc=39.706538;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=3.998712; burst_tsc=39.589630;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999259; burst_tsc=39.064514;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=0.999923; burst_tsc=39.509594;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999980; burst_tsc=40.102019;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999522; burst_tsc=39.218736;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999342; burst_tsc=40.002212;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999767; burst_tsc=40.395879;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999382; burst_tsc=40.149343;
pps=0; bps=0;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=634561; expected_seq=634113;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=634625; expected_seq=634113;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=634689; expected_seq=634113;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=634753; expected_seq=634113;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=634881; expected_seq=634113;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=634945; expected_seq=634113;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=635009; expected_seq=634113;
