EAL: Detected CPU lcores: 10
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:16:00.0 (socket 0)
ndpip_rx_thread: avg_burst=0.000553; avg_replies=0.000000; pps=21243.282799; burst_tsc=34.006685;
ndpip_rx_thread: avg_burst=0.002470; avg_replies=0.000000; pps=85708.207917; burst_tsc=40.432550;
ndpip_rx_thread: avg_burst=0.002468; avg_replies=0.000000; pps=85736.259345; burst_tsc=40.364837;
ndpip_rx_thread: avg_burst=0.002473; avg_replies=0.000000; pps=85853.217886; burst_tsc=40.409602;
ndpip_rx_thread: avg_burst=0.002470; avg_replies=0.000000; pps=85769.553894; burst_tsc=40.390328;
ndpip_rx_thread: avg_burst=0.002469; avg_replies=0.000000; pps=85772.092829; burst_tsc=40.370871;
ndpip_rx_thread: avg_burst=0.002466; avg_replies=0.000000; pps=85681.070824; burst_tsc=40.359941;
ndpip_rx_thread: avg_burst=0.002462; avg_replies=0.000000; pps=85585.119891; burst_tsc=40.330633;
ndpip_rx_thread: avg_burst=0.002467; avg_replies=0.000000; pps=85644.632276; burst_tsc=40.402368;
ndpip_rx_thread: avg_burst=0.002471; avg_replies=0.000000; pps=85674.492459; burst_tsc=40.497947;
ndpip_rx_thread: avg_burst=0.002481; avg_replies=0.000000; pps=85743.415134; burst_tsc=40.749163;
ndpip_rx_thread: avg_burst=0.002483; avg_replies=0.000000; pps=85787.273128; burst_tsc=40.747875;
ndpip_rx_thread: avg_burst=0.002484; avg_replies=0.000000; pps=85822.365335; burst_tsc=40.755026;
ndpip_rx_thread: avg_burst=0.002483; avg_replies=0.000000; pps=85811.160290; burst_tsc=40.745528;
ndpip_rx_thread: avg_burst=0.002479; avg_replies=0.000000; pps=85776.012365; burst_tsc=40.658054;
ndpip_rx_thread: avg_burst=0.002476; avg_replies=0.000000; pps=85782.817322; burst_tsc=40.553578;
ndpip_rx_thread: avg_burst=0.002461; avg_replies=0.000000; pps=85594.060642; burst_tsc=40.288655;
ndpip_rx_thread: avg_burst=0.002460; avg_replies=0.000000; pps=85575.074525; burst_tsc=40.293235;
ndpip_rx_thread: avg_burst=0.002467; avg_replies=0.000000; pps=85781.632224; burst_tsc=40.318586;
