EAL: Detected CPU lcores: 10
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:16:00.0 (socket 0)
ndpip_rx_thread: avg_burst=0.000560; avg_replies=0.000000; pps=21560.950829; burst_tsc=34.102801;
ndpip_rx_thread: avg_burst=0.002577; avg_replies=0.000000; pps=88522.669039; burst_tsc=41.310271;
ndpip_rx_thread: avg_burst=0.002583; avg_replies=0.000000; pps=88708.271799; burst_tsc=41.310935;
ndpip_rx_thread: avg_burst=0.002587; avg_replies=0.000000; pps=88844.349023; burst_tsc=41.315906;
ndpip_rx_thread: avg_burst=0.002582; avg_replies=0.000000; pps=88681.135938; burst_tsc=41.316048;
ndpip_rx_thread: avg_burst=0.002588; avg_replies=0.000000; pps=88849.221723; burst_tsc=41.314612;
ndpip_rx_thread: avg_burst=0.002583; avg_replies=0.000000; pps=88696.342354; burst_tsc=41.318838;
ndpip_rx_thread: avg_burst=0.002585; avg_replies=0.000000; pps=88757.713393; burst_tsc=41.327929;
ndpip_rx_thread: avg_burst=0.002581; avg_replies=0.000000; pps=88620.369859; burst_tsc=41.313838;
ndpip_rx_thread: avg_burst=0.002585; avg_replies=0.000000; pps=88760.197235; burst_tsc=41.324640;
ndpip_rx_thread: avg_burst=0.002579; avg_replies=0.000000; pps=88588.701961; burst_tsc=41.313315;
ndpip_rx_thread: avg_burst=0.002584; avg_replies=0.000000; pps=88738.849072; burst_tsc=41.324419;
ndpip_rx_thread: avg_burst=0.002586; avg_replies=0.000000; pps=88810.219707; burst_tsc=41.323821;
ndpip_rx_thread: avg_burst=0.002585; avg_replies=0.000000; pps=88765.597182; burst_tsc=41.326958;
ndpip_rx_thread: avg_burst=0.002576; avg_replies=0.000000; pps=88494.299035; burst_tsc=41.308209;
ndpip_rx_thread: avg_burst=0.002580; avg_replies=0.000000; pps=88621.491037; burst_tsc=41.319861;
ndpip_rx_thread: avg_burst=0.002576; avg_replies=0.000000; pps=88485.467181; burst_tsc=41.310071;
ndpip_rx_thread: avg_burst=0.002580; avg_replies=0.000000; pps=88623.155728; burst_tsc=41.311238;
ndpip_rx_thread: avg_burst=0.002586; avg_replies=0.000000; pps=88830.808053; burst_tsc=41.319767;
