EAL: Detected CPU lcores: 10
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:16:00.0 (socket 0)
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=0.999859; burst_tsc=40.396321;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=0.999652; burst_tsc=40.378540;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=0.999951; burst_tsc=40.155669;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=0.999729; burst_tsc=40.145493;
pps=0; bps=0;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7409281; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7409409; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7409537; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7409665; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7409793; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7409921; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7410049; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7410177; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7410305; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7410433; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7410561; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7410689; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7410817; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7410945; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7411073; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7411201; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7411329; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7411457; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7411585; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7411713; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7411841; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7411969; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7412097; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7412225; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7412353; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7412481; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7412609; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7412737; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7412865; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7412993; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7413121; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7413249; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7413505; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7413633; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7413761; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7413889; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7414017; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7414145; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7414273; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7414401; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7414529; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7414657; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7414785; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7414913; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7415041; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7415169; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7415297; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7415425; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7415553; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7415681; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7415809; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7415937; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7416065; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7416193; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7416321; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7416449; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7416577; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7416705; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7416833; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7416961; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7417089; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7417217; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7417345; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7417473; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7417729; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7417857; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7417985; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7418113; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7418241; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7418369; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7418497; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7418625; expected_seq=7409025;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=7418753; expected_seq=7409025;
