EAL: Detected CPU lcores: 10
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:16:00.0 (socket 0)
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=0.999677; burst_tsc=33.252187;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=0.999630; burst_tsc=33.238668;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=2.999640; burst_tsc=33.243198;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=0.999924; burst_tsc=33.241697;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=0.999736; burst_tsc=33.242131;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999883; burst_tsc=33.246727;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=0.999747; burst_tsc=33.248768;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999271; burst_tsc=33.246912;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=1.999514; burst_tsc=33.246779;
pps=0; bps=0;
ndpip_rx_thread: avg_burst=0.000000; avg_replies=0.000000; pps=2.999857; burst_tsc=33.276483;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547361; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547393; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547425; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547457; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547585; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547617; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547649; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547681; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547713; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547745; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547777; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547809; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547841; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547873; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547905; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547937; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=547969; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=548001; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=548033; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=548065; expected_seq=547169;
ndpip_tcp_feed: Unseen segment: local_port=4112; remote_port=46759; seq=548097; expected_seq=547169;
