EAL: Detected CPU lcores: 10
EAL: Detected NUMA nodes: 1
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'VA'
EAL: VFIO support initialized
EAL: Using IOMMU type 1 (Type 1)
EAL: Ignore mapping IO port bar(2)
EAL: Probe PCI driver: net_ixgbe (8086:10fb) device: 0000:16:00.0 (socket 0)
ndpip_rx_thread: avg_burst=0.005867; avg_replies=0.000000; pps=209818.477445; burst_tsc=39.076156;
ndpip_rx_thread: avg_burst=0.035392; avg_replies=0.000000; pps=841002.410602; burst_tsc=74.322092;
ndpip_rx_thread: avg_burst=0.035399; avg_replies=0.000000; pps=841003.281333; burst_tsc=74.332704;
ndpip_rx_thread: avg_burst=0.035382; avg_replies=0.000000; pps=841148.972046; burst_tsc=74.278098;
ndpip_rx_thread: avg_burst=0.035394; avg_replies=0.000000; pps=840991.445420; burst_tsc=74.323858;
ndpip_rx_thread: avg_burst=0.035460; avg_replies=0.000000; pps=841151.497589; burst_tsc=74.520654;
ndpip_rx_thread: avg_burst=0.035486; avg_replies=0.000000; pps=841138.911118; burst_tsc=74.587533;
ndpip_rx_thread: avg_burst=0.035459; avg_replies=0.000000; pps=841011.249951; burst_tsc=74.525269;
ndpip_rx_thread: avg_burst=0.035531; avg_replies=0.000000; pps=841137.370772; burst_tsc=74.715475;
ndpip_rx_thread: avg_burst=0.035491; avg_replies=0.000000; pps=841004.081879; burst_tsc=74.613652;
ndpip_rx_thread: avg_burst=0.035477; avg_replies=0.000000; pps=841000.792363; burst_tsc=74.570259;
ndpip_rx_thread: avg_burst=0.035532; avg_replies=0.000000; pps=841150.975525; burst_tsc=74.721376;
ndpip_rx_thread: avg_burst=0.035450; avg_replies=0.000000; pps=841006.608720; burst_tsc=74.511780;
ndpip_rx_thread: avg_burst=0.035550; avg_replies=0.000000; pps=841149.277016; burst_tsc=74.776809;
ndpip_rx_thread: avg_burst=0.035501; avg_replies=0.000000; pps=841127.768998; burst_tsc=74.667186;
ndpip_rx_thread: avg_burst=0.035502; avg_replies=0.000000; pps=841014.702738; burst_tsc=74.682562;
ndpip_rx_thread: avg_burst=0.035532; avg_replies=0.000000; pps=841139.587251; burst_tsc=74.741378;
ndpip_rx_thread: avg_burst=0.035473; avg_replies=0.000000; pps=841015.492024; burst_tsc=74.579322;
