EAL: Detected CPU lcores: 128
EAL: Detected NUMA nodes: 2
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'PA'
EAL: VFIO support initialized
EAL: Probe PCI driver: mlx5_pci (15b3:101d) device: 0000:ca:00.0 (socket 1)
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.002057; avg_replies=0.000000; pps=39979.999920;
ndpip_rx_thread: avg_burst=0.002013; avg_replies=0.000000; pps=40043.999519;
ndpip_rx_thread: avg_burst=0.002012; avg_replies=0.000000; pps=40057.999639;
ndpip_rx_thread: avg_burst=0.002014; avg_replies=0.000000; pps=40052.998398;
ndpip_rx_thread: avg_burst=0.002011; avg_replies=0.000000; pps=40054.998718;
ndpip_rx_thread: avg_burst=0.002012; avg_replies=0.000000; pps=40054.998878;
ndpip_rx_thread: avg_burst=0.002010; avg_replies=0.000000; pps=40049.998879;
ndpip_rx_thread: avg_burst=0.002012; avg_replies=0.000000; pps=40045.999439;
ndpip_rx_thread: avg_burst=0.002011; avg_replies=0.000000; pps=40047.999439;
ndpip_rx_thread: avg_burst=0.002013; avg_replies=0.000000; pps=40053.999640;
ndpip_rx_thread: avg_burst=0.002005; avg_replies=0.000000; pps=39950.999840;
ndpip_rx_thread: avg_burst=0.002010; avg_replies=0.000000; pps=40052.999920;
ndpip_rx_thread: avg_burst=0.002011; avg_replies=0.000000; pps=40060.999479;
ndpip_rx_thread: avg_burst=0.002011; avg_replies=0.000000; pps=40063.999479;
ndpip_rx_thread: avg_burst=0.002010; avg_replies=0.000000; pps=40064.999119;
ndpip_rx_thread: avg_burst=0.002012; avg_replies=0.000000; pps=40054.998117;
ndpip_rx_thread: avg_burst=0.002007; avg_replies=0.000000; pps=39960.998322;
ndpip_rx_thread: avg_burst=0.002008; avg_replies=0.000000; pps=40010.989197;
