EAL: Detected CPU lcores: 128
EAL: Detected NUMA nodes: 2
EAL: Detected static linkage of DPDK
EAL: Multi-process socket /var/run/dpdk/rte/mp_socket
EAL: Selected IOVA mode 'PA'
EAL: VFIO support initialized
EAL: Probe PCI driver: mlx5_pci (15b3:101d) device: 0000:ca:00.0 (socket 1)
app-ndpiptest: connected
ndpip_rx_thread: avg_burst=0.001441; avg_replies=0.000000; pps=28508.999658;
ndpip_rx_thread: avg_burst=0.001371; avg_replies=0.000000; pps=27756.998890;
ndpip_rx_thread: avg_burst=0.001377; avg_replies=0.000000; pps=27877.999582;
ndpip_rx_thread: avg_burst=0.001423; avg_replies=0.000000; pps=28781.999770;
ndpip_rx_thread: avg_burst=0.001381; avg_replies=0.000000; pps=27923.999134;
ndpip_rx_thread: avg_burst=0.001375; avg_replies=0.000000; pps=27858.999304;
ndpip_rx_thread: avg_burst=0.001375; avg_replies=0.000000; pps=27859.998886;
ndpip_rx_thread: avg_burst=0.001417; avg_replies=0.000000; pps=28664.999427;
ndpip_rx_thread: avg_burst=0.001375; avg_replies=0.000000; pps=27843.999833;
ndpip_rx_thread: avg_burst=0.001374; avg_replies=0.000000; pps=27806.998999;
ndpip_rx_thread: avg_burst=0.001416; avg_replies=0.000000; pps=28651.998682;
ndpip_rx_thread: avg_burst=0.001375; avg_replies=0.000000; pps=27784.999694;
ndpip_rx_thread: avg_burst=0.001376; avg_replies=0.000000; pps=27802.998860;
ndpip_rx_thread: avg_burst=0.001370; avg_replies=0.000000; pps=27748.999806;
ndpip_rx_thread: avg_burst=0.001416; avg_replies=0.000000; pps=28683.998967;
ndpip_rx_thread: avg_burst=0.001373; avg_replies=0.000000; pps=27792.998860;
ndpip_rx_thread: avg_burst=0.001372; avg_replies=0.000000; pps=27781.999611;
ndpip_rx_thread: avg_burst=0.001411; avg_replies=0.000000; pps=28584.998914;
